TransactionID,AccountID,TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AnomalyScore,PotentialFraud
TX000038,AC00202,1.204866485705928,1,38,433,517,73,0,1.7047962668568335,2,0.24813052425642676,1,-0.0611366203932074,0.07337195672052155,0
TX000039,AC00478,1.7051609011087532,1,23,76,450,47,0,1.1988558633191224,0,-0.42377961830804023,2,0.7180661189780133,0.02716523242637514,0
TX000040,AC00405,0.1303109601899639,1,28,37,449,39,2,0.5804842589952534,2,1.3775114021839352,1,-1.0499330048536357,0.0759776560144278,0
TX000041,AC00421,0.10578101419061983,1,35,540,482,13,0,1.0302090621398854,2,-0.009196764385283997,1,-0.2027203390527713,0.10148354094954576,0
TX000042,AC00480,-0.9029958851818515,1,30,607,25,45,2,-0.3751809476870898,0,-1.4387928123947882,1,2.3332794367393115,0.019296378933879366,0
TX000043,AC00120,-0.19244968402766394,0,5,193,488,43,2,0.6929154597814113,0,-0.052084645825569126,1,2.113427253831254,0.039961476724927336,0
TX000044,AC00117,-0.8300227218039142,1,40,192,219,8,0,-1.443277355155591,3,-0.03778868534547408,1,-1.2493091360192947,0.07937875368607511,0
TX000045,AC00011,0.023009576293391343,1,21,665,523,4,1,-0.9935525520109589,3,-1.2386493656734576,1,-1.0885928981884585,0.054366299240724114,0
TX000046,AC00401,0.47167462211379824,1,6,288,286,50,1,1.6485806664637546,2,-0.42377961830804023,1,-0.11307799983191522,0.11282388858839038,0
TX000047,AC00282,-0.4560095647161482,1,3,101,43,69,1,-1.0497681524040379,3,-0.6382190255094659,1,-0.9243280934140357,0.08782685428614606,0
TX000048,AC00439,0.7285196013834677,1,28,382,245,89,2,-1.443277355155591,3,-0.20934021110661458,1,-1.1108765653175832,0.07733494936769497,0
TX000049,AC00296,1.128193274607419,1,10,276,574,22,2,-1.0497681524040379,3,0.2624264847365218,1,-1.243227343540836,0.04659463142958209,0
TX000050,AC00471,-0.9441417862226509,0,34,294,76,54,2,-0.20653414650785276,1,0.7913770225000384,1,-0.9689877314367137,0.06713420498658446,0
TX000051,AC00159,0.43765473890521056,0,18,641,109,39,2,1.3675026644983594,2,0.019395156574906088,1,-0.30941323475834487,0.053297566480108305,0
TX000052,AC00482,0.43498248221813124,1,29,580,231,14,2,0.35562185742293734,1,2.0637175052284973,1,0.017831814068870102,0.07264320946133285,0
TX000053,AC00115,-0.7268667617424263,1,41,229,278,77,1,1.2550714637122016,0,0.3624982080971871,1,2.5103026729525246,0.07030471312746828,0
TX000054,AC00055,-0.4388454544568306,1,36,427,428,35,1,-0.9373369516178799,3,0.319610326656902,1,-1.0757037030833945,0.11711611026417906,0
TX000055,AC00419,-0.6610881355989335,1,29,622,245,94,0,0.9739934617468065,2,-0.42377961830804023,1,-0.1632040719035283,0.08632272968393367,0
TX000056,AC00374,0.06631383850452403,1,23,12,540,51,1,-1.105983752797117,3,-0.5238513416687055,1,-0.9718235081994352,0.08946602332283093,0
TX000057,AC00271,-0.8121391578211521,0,8,447,0,94,1,0.6929154597814113,2,-0.9670261165516518,1,-0.40495019493534623,0.031988070291855686,0
TX000058,AC00456,-0.017245572518381578,0,9,301,293,74,1,1.3112870641052805,2,-0.8383624722307964,1,-0.12202890098802778,0.08207229989782733,0
TX000059,AC00143,0.3046585791713361,1,16,143,246,63,1,0.1869750562437003,1,-1.3101291680739329,1,0.13238078572469533,0.12482647023904575,0
TX000060,AC00427,-0.6355989179683301,1,18,87,290,63,1,-1.218414953583275,3,-0.9813220770317469,1,-1.0727756225562444,0.11237311085934759,0
TX000061,AC00438,0.9281851394898614,1,16,227,376,93,0,0.07454385545754227,1,0.4625699314578524,1,0.09886939125022053,0.10619791896743136,0
TX000062,AC00002,-0.11512553860794346,1,9,277,511,86,1,1.9296586684291497,2,1.5347669674649806,2,-0.2408315377879352,0.022523378298883512,0
TX000063,AC00425,0.17830880145404376,1,19,499,566,96,2,0.1869750562437003,1,1.5204710069848855,1,0.3941670816113332,0.04767486049024572,0
TX000064,AC00325,1.0408310367605926,0,30,531,77,0,1,0.6366998593883324,1,-0.22363617158670962,1,0.8573960873894472,0.032429618625160805,0
TX000065,AC00434,-0.9997795408356885,1,5,446,156,70,2,0.2994062570298583,0,0.062283038015191215,1,2.2752408808614075,0.05114241496054328,0
TX000066,AC00242,-0.3297968258033214,0,26,96,126,2,1,-0.15031854611477377,1,0.9486325877810838,1,-0.6484936773800644,0.06784396422878819,0
TX000067,AC00319,0.002830612335830326,1,16,420,571,4,1,0.6366998593883324,2,1.5061750465047905,1,-0.5383240065476822,0.06825600387985725,0
TX000068,AC00460,0.765588597991415,1,0,295,88,62,1,-1.105983752797117,3,0.11946687993557138,1,-0.8109611227415868,0.0810430509120012,0
TX000069,AC00461,-0.6177496136866844,0,2,126,440,56,2,0.8615622609606484,1,-1.4816806938350733,1,-0.3714029045524825,0.05059056086204583,0
TX000070,AC00395,-0.3716279208664489,0,16,664,78,39,1,-0.7124745500455638,1,-0.23793213206680466,1,-1.0607992091216405,0.07443830476821223,0
TX000071,AC00217,-0.5620090799702975,1,1,196,422,90,0,-0.03788734532861574,1,1.4346952441043153,1,-0.3251202586719357,0.07082997382977935,0
TX000072,AC00053,-0.5289142086918527,1,9,395,501,65,2,-0.5438277488663268,1,0.21953860329623667,1,0.3231957427396068,0.10333257849845595,0
TX000073,AC00282,-0.9346861087145238,1,4,176,566,69,0,0.9739934617468065,2,-0.9241382351113667,1,0.19273719168713907,0.07018350357657271,0
TX000074,AC00110,-0.2181444598649658,0,17,286,150,45,2,-1.0497681524040379,3,2.292452872910018,1,0.3649375562089603,0.018925127401266173,0
TX000075,AC00265,3.134475631685065,1,16,225,277,35,1,-1.387061754762512,3,-1.367313009994313,1,-1.155938750312908,0.05365032461951513,0
TX000076,AC00239,-0.2243112060659182,1,29,72,160,65,0,-0.4313965480801688,1,-0.9813220770317469,1,0.40397435658186615,0.10715364211626272,0
TX000077,AC00007,-0.4623818691237991,1,18,69,484,59,2,-1.274630553976354,3,-0.09497252726585426,1,-1.1487031607790925,0.0958929742461504,0
TX000078,AC00022,-0.7059683440614207,1,25,351,582,94,1,-0.03788734532861574,0,-0.7239947883900362,1,2.4516256827039893,0.04213200919928284,0
TX000079,AC00464,-0.6074374436506471,1,24,544,186,44,1,-1.443277355155591,3,-0.6096271045492758,1,-0.9619880293008822,0.12369823569620819,0
TX000080,AC00014,-0.4225720964265394,1,39,360,87,31,2,0.2994062570298583,0,-0.7525867093502262,1,1.3881555528208673,0.09082646935434896,0
TX000081,AC00406,-0.3901624191704226,1,10,471,556,73,0,-0.3751809476870898,1,-0.2522280925468997,1,-1.169638167350178,0.08565333242795947,0
TX000082,AC00445,0.16374842847957272,0,31,95,88,80,2,0.7491310601744904,1,-0.5667392231089906,1,0.34297438826187915,0.0692975841239784,0
TX000083,AC00236,2.1410813381138585,1,11,201,328,3,0,1.0302090621398854,2,-0.46666749974832533,1,-0.10216564368169591,0.05597991781221545,0
TX000084,AC00220,-0.12910349666343562,1,10,596,406,27,2,0.2431906566367793,0,0.7198972200995631,1,0.5288382739125815,0.08624089193110407,0
TX000085,AC00140,-0.48951555240798983,1,36,477,200,29,2,-0.6000433492594058,0,0.5340497338583277,1,-0.920623122869612,0.0900917645417772,0
TX000086,AC00098,3.571903495539292,0,2,557,193,11,2,0.5242686586021743,1,-1.2815372471137427,1,0.9076477951404213,-0.017622665377779678,1
TX000087,AC00303,-0.9354055624379682,1,23,413,171,32,1,1.0864246625329645,0,-0.7239947883900362,1,1.219339659661426,0.10566469164652104,0
TX000088,AC00373,0.9266434529396235,1,42,17,532,53,0,0.1869750562437003,0,-0.06638060630566417,1,1.3954552421910913,0.05897437071101086,0
TX000089,AC00438,-0.9866238156069899,0,36,438,89,42,2,0.7491310601744904,0,0.8485608644204186,1,1.99212215941795,0.03290172157256932,0
TX000090,AC00437,0.3267218266902993,1,18,139,246,21,2,-1.162199353190196,3,-0.2808200135070898,1,-1.1083253918285165,0.10951236772938738,0
TX000091,AC00106,1.4366333637583906,0,25,311,12,51,2,0.8615622609606484,2,-1.2243534051933627,1,-0.2692918651534036,0.038166523269700714,0
TX000092,AC00310,-0.2526439788891831,1,18,465,90,8,0,0.4680530582090954,1,-0.9241382351113667,4,-0.5600769270313429,0.019377682591061762,0
TX000093,AC00149,-0.229313122428913,1,15,509,487,48,1,-1.330846154369433,3,0.21953860329623667,1,-1.1528363182307262,0.11625773965085384,0
TX000094,AC00373,0.49514251737853404,1,20,625,205,46,2,-1.443277355155591,3,2.006533663308117,1,-0.9585497140759189,0.05547925808105847,0
TX000095,AC00425,1.1873597784354462,1,35,174,196,92,0,-0.8811213512248008,1,-0.681106906949751,1,-1.0181061540799818,0.07947896082371025,0
TX000096,AC00010,0.723175088009309,0,23,602,272,47,1,0.35562185742293734,1,0.10517091945547634,1,0.6651273460847859,0.08435124983738351,0
TX000097,AC00348,1.9220933285778141,0,37,18,225,1,1,-0.9935525520109589,3,0.9343366273009888,1,-0.8310782154000972,0.002870772520473963,0
TX000098,AC00011,-0.932664786348656,1,21,187,490,6,0,0.6929154597814113,1,-0.5953311440691808,1,-1.2597574093539148,0.08482417945272025,0
TX000099,AC00453,-0.5138056804995192,1,5,91,144,27,1,1.4799338652845175,2,0.19094668233604659,1,-0.7688141983061302,0.10722896463327897,0
TX000100,AC00178,-0.6254923061389914,1,35,511,94,3,1,-0.4313965480801688,0,0.7913770225000384,1,0.6485254884549293,0.08331000171294178,0
TX000101,AC00265,0.2938667733196694,1,13,310,232,65,1,-0.8249057508317219,1,-1.367313009994313,1,0.9711450930868917,0.1058895293890954,0
TX000102,AC00018,-0.6819522935788226,0,12,511,398,94,2,-1.387061754762512,3,0.677009338659278,1,1.0946013780100716,0.02129024260276058,0
TX000103,AC00075,-0.7343696362869184,0,13,589,327,8,1,0.5804842589952534,0,0.6341214572189929,1,-1.008416822808441,0.043815536986091086,0
TX000104,AC00464,-0.34750909128050156,1,41,160,315,98,1,-0.9935525520109589,1,0.37679416857728215,1,1.1036856068259144,0.08856160656220774,0
TX000105,AC00170,-0.5743768320733188,1,19,627,36,44,0,-0.7124745500455638,1,1.649134651305741,1,0.7283323487772326,0.07207557767081929,0
TX000106,AC00235,0.0318828388825395,1,7,77,584,46,2,0.07454385545754227,1,-0.9813220770317469,1,1.1034856153363193,0.059205526789901874,0
TX000107,AC00013,-0.6256293449434569,1,39,178,51,31,2,0.8053466605675694,2,-0.5667392231089906,1,0.2641879973352026,0.09044432592343671,0
TX000108,AC00397,1.572507338386043,1,34,27,222,11,1,-0.9935525520109589,3,-1.4673847333549783,1,-1.2034495490590456,0.05079208080730879,0
TX000109,AC00423,0.7063193150600389,1,20,501,344,82,2,-1.274630553976354,3,-1.2100574447132675,1,-1.1964831788381467,0.07741638625612746,0
TX000110,AC00154,-0.529530883311948,1,35,453,286,54,0,1.0302090621398854,2,0.39109012905737717,1,0.7351346234169251,0.10892365554229783,0
TX000111,AC00068,2.561345091708768,1,8,385,525,76,0,0.4680530582090954,2,-0.666810946469656,1,-0.8421187712231337,0.040699016560840295,0
TX000112,AC00318,-0.1783346871677061,1,27,519,432,88,0,-1.105983752797117,3,0.8628568249005136,1,-1.0587351943892802,0.08186605302638394,0
TX000113,AC00396,-0.14808337108192265,0,9,461,121,11,2,0.35562185742293734,1,0.7770810620199433,1,0.9576405395523041,0.06407036391036325,0
TX000114,AC00121,-0.28721201731563323,0,9,557,457,8,0,1.8734430680360705,2,2.321044793870208,1,-0.40654243487173863,-0.009319408926176331,1
TX000115,AC00336,0.10369117242251924,1,14,635,251,50,2,-0.2627497469009318,1,-0.22363617158670962,1,-1.1881912240003156,0.09217918833071514,0
TX000116,AC00468,-1.010982463100752,1,36,653,434,41,2,0.1307594558506213,0,-0.18074829014642452,1,1.8027353467582248,0.06828203245105252,0
TX000117,AC00282,0.00851772272115303,0,2,259,555,39,2,1.3112870641052805,0,-1.038505918952127,1,2.1620739016785535,0.00392230333571042,0
TX000118,AC00498,-0.8243356114185914,0,28,250,13,85,0,-0.09410294572169475,1,0.03369111705500113,2,0.1471904119285643,0.013242183334503888,0
TX000119,AC00085,0.37704932763029453,1,4,527,589,40,2,-1.0497681524040379,1,-0.8240665117507014,1,0.8287691004493158,0.05726912141775098,0
TX000120,AC00092,-0.6227172703485628,1,14,643,76,85,1,-0.31896534729401077,1,0.677009338659278,1,0.3504304812329405,0.08239408285943783,0
TX000121,AC00295,-0.8360181694992846,1,15,472,439,24,0,1.3675026644983594,2,0.019395156574906088,1,-0.8879040023731489,0.10800067136414737,0
TX000122,AC00358,-0.8025464415085594,0,11,419,509,27,2,0.07454385545754227,0,0.648417417699088,1,1.553943369708361,0.05135481056895219,0
TX000123,AC00311,0.06946573100723312,1,11,303,529,75,2,-0.9935525520109589,3,-0.40948365782794516,1,-1.2739978290104745,0.06944213189445558,0
TX000124,AC00066,0.11667559914563566,1,32,36,375,5,2,-0.20653414650785276,1,-0.8383624722307964,1,-0.24145971618474077,0.09185611254589365,0
TX000125,AC00340,-1.0022804990171859,1,42,20,494,0,0,0.6366998593883324,2,-1.1242816818326973,1,0.11385593300257744,0.03732603669808132,0
TX000126,AC00284,-0.2845397606285538,0,11,110,282,25,2,1.4237182648914386,0,1.8206861770668814,1,1.5479410610270494,0.03323080951236368,0
TX000127,AC00208,1.0319577741714443,1,30,41,571,80,1,0.6929154597814113,0,0.5483456943384226,1,-0.9483655320673028,0.04432535097027834,0
TX000128,AC00176,1.8626527471408554,1,40,268,12,82,2,-1.0497681524040379,3,-0.5667392231089906,1,-1.0283313599838995,0.017114763554325618,0
TX000129,AC00053,-0.8888466286207773,1,23,667,524,4,2,-1.0497681524040379,3,-0.16645232966632947,1,-1.2334405805179538,0.03363573778732121,0
TX000130,AC00320,2.5320187875531275,1,35,14,464,61,1,0.7491310601744904,0,0.34820224761709206,1,0.10955098798936833,0.05125815316671378,0
TX000131,AC00382,-0.5922603960560809,1,28,116,136,3,1,-0.6562589496524849,1,-0.20934021110661458,1,0.30652465728642897,0.11629167813849156,0
TX000132,AC00384,0.016637271885740434,0,35,51,313,58,1,1.8734430680360705,2,-1.1385776423127922,1,0.004950310944175081,0.062284842407267504,0
TX000133,AC00203,-0.30680856635421544,1,21,327,502,54,2,0.1307594558506213,1,2.1923811495493526,1,1.0847428231704115,0.07489815509014225,0
TX000134,AC00498,-0.9997795408356885,0,20,230,555,97,1,-1.218414953583275,3,1.9207579004275468,1,-1.0246571573609522,-0.0001045297818479396,1
TX000135,AC00349,0.2868777942919232,1,0,615,491,33,0,0.6366998593883324,0,-0.6382190255094659,1,1.7232720615590722,0.048345573445047196,0
TX000136,AC00177,-0.9641837113757462,1,25,450,181,64,0,0.2994062570298583,0,0.062283038015191215,1,2.381146630575882,0.08336762320507751,0
TX000137,AC00284,0.6457481634862393,1,28,166,108,59,2,-1.49949295554867,3,-0.7382907488701311,1,-0.8629409620821399,0.0850281598466262,0
TX000138,AC00272,0.13291469747481047,1,35,411,313,2,1,-1.330846154369433,3,-1.4530887728748834,1,-1.0547866444665035,0.07301503149912286,0
TX000139,AC00405,2.3976179800734805,1,39,641,10,66,2,1.3675026644983594,0,-0.02349272486537904,1,0.43478842994026246,-0.001959042116260523,1
TX000140,AC00385,-0.21591757929239963,1,6,536,436,44,2,-1.218414953583275,3,0.005099196094811046,1,-1.2436196345396575,0.08743486628194358,0
TX000141,AC00403,-0.9989915677100112,1,6,539,232,89,2,-0.8249057508317219,0,1.8063902165867864,1,0.08421616864718898,0.04977800374358465,0
TX000142,AC00114,2.577447151233477,1,11,505,72,51,0,1.9858742688222286,2,-1.4102008914345983,1,-0.7888005272983668,0.016660958767708012,0
TX000143,AC00163,-0.2413725372218867,1,5,424,286,56,0,-1.49949295554867,3,2.4925963196313483,1,-1.2236307415539647,0.04601056956231975,0
TX000144,AC00108,-0.218761134485061,0,28,582,584,29,2,1.1988558633191224,2,-1.4673847333549783,1,-1.0378309557396708,0.009504871131457482,0
TX000145,AC00397,-0.6323442463622719,0,17,355,396,18,1,1.3675026644983594,2,0.662713378179183,1,0.2470810329944454,0.0767686049178995,0
TX000146,AC00434,-0.8624666587611474,1,20,235,189,84,0,-1.387061754762512,3,-0.39518769734785014,1,-0.8858989594902843,0.09985254754710243,0
TX000147,AC00385,2.315257658589649,1,34,283,307,25,1,1.8172274676429916,2,2.5211882405915387,1,-0.7876800621579424,-0.003110972843185844,1
TX000148,AC00161,0.7446559206092934,1,27,107,368,55,2,-0.20653414650785276,0,0.319610326656902,5,-1.2031213578966329,-0.009254245101167902,1
TX000149,AC00333,0.4039431930066706,1,22,318,112,76,0,1.1988558633191224,0,0.30531436617680696,1,1.2818318721730078,0.08667433992667878,0
TX000150,AC00279,-0.10906157151034028,1,30,155,384,48,2,0.5242686586021743,2,-0.39518769734785014,1,-0.17130885521904582,0.12891254766738663,0
TX000151,AC00072,-0.7817850626320194,1,41,398,344,72,2,1.9858742688222286,2,-0.09497252726585426,1,0.34318207173184345,0.0730941872765668,0
TX000152,AC00242,0.12106084088853528,0,0,531,43,38,1,-0.5438277488663268,1,2.4783003591512536,1,-0.5964112783012575,-0.0001377653690317615,1
TX000153,AC00303,-0.10172999547143019,1,35,587,346,77,2,-1.387061754762512,3,0.5769376152986128,1,-1.158448899906673,0.07504178861437849,0
TX000154,AC00442,0.6798365660970597,1,37,69,330,8,1,0.9177778613537274,0,2.078013465708592,1,1.997442445839873,0.024476664784293,0
TX000155,AC00087,0.2695081258259072,1,40,465,548,80,0,-0.4313965480801688,1,1.7920942561066913,1,1.012289496080916,0.050985537958530114,0
TX000156,AC00174,-0.7351233497114793,0,39,220,401,57,2,-0.4876121484732478,1,0.7341931805796582,1,0.9987413546575703,0.07348901607910824,0
TX000157,AC00421,-0.7000414157682832,0,27,421,236,91,2,-1.387061754762512,3,-0.681106906949751,1,-1.0158806077598714,0.04436038265427589,0
TX000158,AC00111,1.7327742202085739,0,22,106,269,29,1,1.3112870641052805,0,0.13376284041566644,1,1.80865817164239,0.043939732382791585,0
TX000159,AC00275,-0.8970346971875974,1,5,658,37,56,1,-1.218414953583275,3,0.03369111705500113,1,-1.154423430180206,0.0735278912399826,0
TX000160,AC00492,-0.9218044610947563,1,42,300,343,34,2,0.9739934617468065,0,-0.29511597398718487,1,0.9118142845069875,0.09880347978115767,0
TX000161,AC00380,-0.5415217787026888,0,21,474,200,1,2,0.4680530582090954,0,0.8199689434602284,1,1.2780371618576123,0.05270078574995807,0
TX000162,AC00227,0.034178238857338526,1,11,75,79,48,1,-0.6562589496524849,0,2.363932675310493,1,0.04959712899957147,0.037618655453837135,0
TX000163,AC00257,-0.8117623011088716,0,40,441,4,84,1,0.6366998593883324,2,-0.9527301560715568,1,-1.04278202710388,0.03738876137988667,0
TX000164,AC00062,-0.7630792658224637,1,26,113,180,27,1,1.4237182648914386,0,0.07657899849528625,1,0.46335900902435356,0.1068366524488421,0
TX000165,AC00383,-0.6153856943096526,1,18,273,292,99,1,0.35562185742293734,2,0.24813052425642676,1,-0.9329969552899499,0.10492847528770854,0
TX000166,AC00182,-0.22503065978936268,1,22,357,184,43,0,-0.6000433492594058,1,0.648417417699088,1,-1.2823923435865594,0.10206936198370836,0
TX000167,AC00478,-0.587155700589737,1,3,0,114,0,1,1.7047962668568335,2,2.120901347148877,1,0.14239318017173624,0.0014402340178090167,0
TX000168,AC00332,0.7149527597413723,0,6,588,31,9,2,0.4680530582090954,2,0.6055295362588028,2,-0.9754336109859739,-0.01658365711716492,1
TX000169,AC00202,0.023146615097857023,1,15,273,238,6,1,-0.7686901504386429,1,-1.1957614842331725,1,-0.2710661486251968,0.1126983372447587,0
TX000170,AC00331,-0.05393771241404857,1,11,146,353,12,0,-1.274630553976354,3,-0.15215636918623443,1,-0.9046596996103863,0.10048767391025498,0
TX000171,AC00474,1.645446242062864,1,15,421,109,17,1,-0.7686901504386429,1,-1.4673847333549783,1,0.4387626197976026,0.07756899944643764,0
TX000172,AC00268,-0.6112402704745679,1,20,299,510,92,1,0.6366998593883324,2,-0.33800385542746997,1,0.10312305639430272,0.1099091321259345,0
TX000173,AC00247,-0.4124997442983171,1,6,646,87,87,2,1.7610118672499127,2,-1.0956897608725071,1,0.058714689730346825,0.0481653187119786,0
TX000174,AC00298,-0.12578030565514467,1,10,315,243,93,1,-1.274630553976354,3,-1.1957614842331725,1,-1.079762504724794,0.08398840352511744,0
TX000175,AC00106,-0.4389482335601798,1,6,60,70,45,2,-1.162199353190196,3,-1.4387928123947882,1,-0.8482056916885051,0.0624115725809522,0
TX000176,AC00035,-0.7686635971044372,1,32,58,158,21,1,-1.0497681524040379,3,-1.5102726147952634,1,-1.1093279132699487,0.08265401982218595,0
TX000177,AC00363,3.6485081872355676,1,12,207,580,0,0,-0.8811213512248008,1,-0.19504425062651956,1,-0.6883355716982638,0.007104759786206505,0
TX000178,AC00273,1.6957737430028592,1,3,409,32,58,0,-1.443277355155591,3,0.6341214572189929,1,-1.113781569903626,0.043572469678453185,0
TX000179,AC00156,-0.20738691371441537,1,31,440,489,48,2,1.4799338652845175,2,-1.052801879432222,1,-1.008042479763814,0.09262262358499307,0
TX000180,AC00010,-0.9024819896651054,0,30,35,227,90,2,0.5242686586021743,1,-0.9384341955914618,1,-1.1250169892293451,0.04369802621092156,0
TX000181,AC00036,1.5165269867618414,1,30,29,0,9,2,-0.20653414650785276,0,0.04798707753509617,1,2.3973331212658096,0.006878579880735258,0
TX000182,AC00149,0.5342670960534657,1,0,148,365,16,0,0.7491310601744904,0,-0.5381473021488006,1,1.7773595035207435,0.05886874899235994,0
TX000183,AC00225,0.009853851064692875,1,17,264,160,64,1,1.5923650660706756,2,-0.2808200135070898,1,0.7105690021116504,0.1148452360936218,0
TX000184,AC00077,-0.6395045238956,0,41,140,12,35,1,-1.443277355155591,3,1.1630719949825095,1,-0.8107226713501464,0.02172179813616515,0
